U	57dfa927-01cd-4f0e-b008-07e1b8a24c42	0	99	0:2 9606:2 0:61
C	b95ad52e-5de0-4865-9ff4-bdc1a0aa1a4e	9606	218	0:34 9606:5 0:15 9606:1 0:64 9606:5 0:60
U	c504eb70-75a6-4c66-ba95-c64b17ef1dd8	0	157	0:123
C	08cd073a-8cb1-492e-89c6-3b5f85fe9cfc	9606	183	9606:5 0:34 9606:1 0:16 9606:2 0:4 9606:5 0:2 9606:1 0:37 9606:5 0:37
C	fdaa3d51-e56e-4707-87d5-937260bcbf8d	9606	769	0:28 9606:5 0:2 9606:5 0:59 9606:2 0:41 9606:3 0:70 9606:6 0:122 9606:1 0:110 9606:5 0:210 9606:6 0:1 9606:1 0:58
U	85e33440-0a9f-4760-bc37-d1ee52de7c1c	0	80	0:46
U	6459158b-744e-489a-9784-a591ed65603c	0	72	0:38
C	5ce47c97-23e8-4e32-ba07-1b5c4f34fe4b	9606	511	0:123 9606:1 0:9 9606:2 0:17 9606:1 0:5 9606:1 0:206 9606:1 0:59 9606:1 0:51
U	17a95bd1-dffd-442e-8aad-aa0c24e66e55	0	155	0:121
U	f2caef39-07a0-484f-9c76-196cef22a193	0	104	0:70
U	12aade03-abe3-4663-9d22-170c698c4880	0	106	0:72
U	32f798b9-b9b4-471c-b3ca-88208f0fd7e4	0	207	0:173
U	c55318cb-e0d4-4d8d-8ca9-c67406605329	0	128	9606:3 0:91
C	b3451add-2b4d-4336-8608-9ff46dbdcb94	9606	380	0:12 9606:7 0:210 9606:5 0:112
U	0068e9ce-579d-432a-a260-05508ed91121	0	267	0:233
C	3605f691-fdd1-4b60-ab9c-b9e877228cb3	9606	217	0:60 9606:5 0:37 9606:7 0:18 9606:2 0:54
C	64fcddbb-358c-4f64-9f0c-2fc3e9751cba	9606	309	0:140 9606:6 0:129
U	2d59bf98-2231-4c10-987d-336aca5756fa	0	192	0:123 9606:5 0:30
U	e6ebddb6-cb02-45b1-aa85-f02a70e6795b	0	183	0:102 9606:1 0:46
C	bbed11d1-8a06-40d6-9104-cb05868c8b7c	9606	573	0:172 9606:5 0:7 9606:4 0:80 9606:2 0:186 9606:5 0:42 9606:4 0:32
U	3e591d35-8e5b-44ba-9d62-00ffc7901f19	0	235	0:201
U	398ee241-dc3f-47b4-923d-67190db197b9	0	8	0:0
U	b4ec0c05-c59f-43dc-97f1-204941e26ec4	0	190	0:95 9606:5 0:56
U	b98c9bc3-9625-4a2c-829e-12752cb16fc8	0	1	0:0
C	a33f75e3-3b73-4ef6-87b6-d199c30e99ba	9606	903	0:49 9606:2 0:20 9606:2 0:34 2759:2 0:8 131567:5 0:17 9606:3 0:16 9606:1 0:328 9606:2 0:136 9606:1 0:214 9606:3 0:26
U	f305a9d6-0973-41d5-a010-57a0057c0977	0	173	0:139
C	3e24a20a-d126-4fa1-9dd3-45da575b3df1	9606	770	0:250 9606:6 0:35 9606:5 0:61 9606:1 0:30 9606:2 0:346
U	9f85683e-bed8-441a-bc43-5df9996670a9	0	204	0:170
U	36b52db7-9ff3-40e3-9924-dcc57df96b3d	0	214	0:92 9606:1 0:87
C	c4d23c05-07c6-4d2e-8630-2f7c72ba5efd	9606	123	0:4 9606:2 0:5 9606:2 0:26 9606:5 0:7 9606:5 0:33
